ensembl_transcript_id	ensembl_gene_id	chromosome_name	transcript_start	transcript_end	external_gene_id	percentage_gc_content	gene_biotype	source	name_1006	cds_length
ENST00000311966	ENSG00000135423	12	56864736	56882181	GLS2	47.06	protein_coding	ensembl	neurotransmitter secretion	1809
ENST00000257880	ENSG00000135424	12	56078373	56101686	ITGA7	51.53	protein_coding	ensembl	cell adhesion molecule binding	3489
ENST00000316577	ENSG00000135426	12	55343954	55375622	TESPA1	40.06	protein_coding	ensembl	positive regulation of T cell receptor signaling pathway	1566
ENST00000257894	ENSG00000135436	12	49981288	49999422	FAM186B	47.62	protein_coding	ensembl	protein complex	2682
ENST00000257895	ENSG00000135437	12	56114182	56118489	RDH5	52.34	protein_coding	ensembl	endoplasmic reticulum membrane	957
ENST00000547588	ENSG00000135439	12	58120335	58132029	AGAP2	57.88	protein_coding	ensembl	mammary gland alveolus development	3579
ENST00000257899	ENSG00000135441	12	56109820	56113487	BLOC1S1	55.03	protein_coding	ensembl	mitochondrial matrix	378
ENST00000257901	ENSG00000135443	12	52753790	52761265	KRT85	54.51	protein_coding	ensembl	structural molecule activity	1524
ENST00000257904	ENSG00000135446	12	58141510	58146304	CDK4	53.24	protein_coding	ensembl	positive regulation of fibroblast proliferation	912
ENST00000257905	ENSG00000135447	12	54973032	54982443	PPP1R1A	53.67	protein_coding	ensembl	protein phosphatase inhibitor activity	516
ENST00000551245	ENSG00000135451	12	49717027	49725453	TROAP	53.1	protein_coding	ensembl		2607
ENST00000257910	ENSG00000135452	12	58138664	58142015	TSPAN31	51.32	protein_coding	ensembl	integral to plasma membrane	633
ENST00000341156	ENSG00000135454	12	58019678	58027138	B4GALNT1	56.73	protein_coding	ensembl	ganglioside biosynthetic process	1602
ENST00000257915	ENSG00000135457	12	51487446	51566664	TFCP2	41.95	protein_coding	ensembl	sequence-specific DNA binding transcription factor activity	1509
ENST00000308197	ENSG00000135469	12	56660642	56664748	COQ10A	50.99	protein_coding	ensembl	mitochondrial inner membrane	744
ENST00000320634	ENSG00000135472	12	50260679	50297670	FAIM2	53.98	protein_coding	ensembl	membrane raft	951
ENST00000425394	ENSG00000135473	12	56710007	56727533	PAN2	47.67	protein_coding	ensembl	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	3609
ENST00000257934	ENSG00000135476	12	53662083	53687427	ESPL1	51.69	protein_coding	ensembl	positive regulation of mitotic metaphase/anaphase transition	6363
ENST00000331817	ENSG00000135480	12	52626898	52642705	KRT7	54.34	protein_coding	ensembl	Golgi apparatus	1410
ENST00000257940	ENSG00000135482	12	56511943	56516278	ZC3H10	53.62	protein_coding	ensembl	nucleic acid binding	1305
ENST00000340913	ENSG00000135486	12	54674539	54678998	HNRNPA1	42.13	protein_coding	ensembl	virus-host interaction	1119
ENST00000320442	ENSG00000135502	12	58013693	58019914	SLC26A10	56.69	protein_coding	ensembl	sulfate transport	1692
ENST00000257963	ENSG00000135503	12	52345451	52390862	ACVR1B	44.84	protein_coding	ensembl	central nervous system development	1518
ENST00000315970	ENSG00000135506	12	58087904	58115338	OS9	43.99	protein_coding	ensembl	protein ubiquitination	2004
ENST00000257979	ENSG00000135517	12	56843286	56848426	MIP	46.66	protein_coding	ensembl	visual perception	792
ENST00000257981	ENSG00000135519	12	49932940	49952091	KCNH3	57.61	protein_coding	ensembl	membrane	3252
ENST00000367576	ENSG00000135521	6	144164481	144184949	LTV1	39.74	protein_coding	ensembl	nucleus	1428
ENST00000454590	ENSG00000135525	6	136664681	136847610	MAP7	39.24	protein_coding	ensembl	response to osmotic stress	2316
ENST00000310786	ENSG00000135535	6	109687721	109703647	CD164	38.32	protein_coding	ensembl	immune response	594
ENST00000368977	ENSG00000135537	6	108616098	108846751	LACE1	39.15	protein_coding	ensembl	ATP binding	1446
ENST00000427025	ENSG00000135540	6	138743180	138893677	NHSL1	40.97	protein_coding	ensembl		4833
ENST00000265602	ENSG00000135541	6	135606434	135818914	AHI1	36.31	protein_coding	ensembl	morphogenesis of a polarized epithelium	3591
ENST00000368364	ENSG00000135547	6	126070726	126082415	HEY2	43.64	protein_coding	ensembl	anterior/posterior axis specification	1014
ENST00000258014	ENSG00000135549	6	122973877	123047518	PKIB	37.28	protein_coding	ensembl	negative regulation of protein kinase activity	258
ENST00000258034	ENSG00000135569	6	132909731	132910877	TAAR5	52.4	protein_coding	ensembl	integral to membrane	1014
ENST00000258042	ENSG00000135577	6	142396745	142409936	NMBR	35.41	protein_coding	ensembl	phospholipase C-activating G-protein coupled receptor signaling pathway	1173
ENST00000258052	ENSG00000135587	6	109761966	109765122	SMPD2	58.66	protein_coding	ensembl	sphingolipid metabolic process	1272
ENST00000368952	ENSG00000135596	6	109765268	109787171	MICAL1	50.36	protein_coding	ensembl	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	3261
ENST00000450536	ENSG00000135597	6	139224630	139309394	REPS1	37.32	protein_coding	ensembl	protein binding	2391
ENST00000367568	ENSG00000135604	6	144471663	144509507	STX11	41.1	protein_coding	ensembl	cellular membrane fusion	864
ENST00000381501	ENSG00000135605	4	48137800	48271881	TEC	40.44	protein_coding	ensembl	B cell receptor signaling pathway	1896
ENST00000258083	ENSG00000135617	2	73455134	73460356	PRADC1	52.11	protein_coding	ensembl	extracellular region	567
ENST00000357877	ENSG00000135622	2	74881355	74909186	SEMA4F	44.73	protein_coding	ensembl	nervous system development	2313
ENST00000258091	ENSG00000135624	2	73461366	73480132	CCT7	46.08	protein_coding	ensembl	protein folding	1632
ENST00000545030	ENSG00000135625	2	73518058	73520829	EGR4	65.13	protein_coding	ensembl	transcription, DNA-dependent	1770
ENST00000258098	ENSG00000135631	2	73300510	73340146	RAB11FIP5	48.58	protein_coding	ensembl	gamma-tubulin binding	1962
ENST00000389501	ENSG00000135632	2	73441350	73454365	SMYD5	50.97	protein_coding	ensembl	metal ion binding	1257
ENST00000410020	ENSG00000135636	2	71693832	71913778	DYSF	49.64	protein_coding	ensembl	calcium-dependent phospholipid binding	6360
ENST00000290418	ENSG00000135637	2	74701229	74710123	CCDC142	52.12	protein_coding	ensembl		2232
ENST00000258106	ENSG00000135638	2	73144604	73162020	EMX1	55.06	protein_coding	ensembl	nucleus	873
ENST00000258111	ENSG00000135643	12	70760056	70828072	KCNMB4	39.69	protein_coding	ensembl	calcium-activated potassium channel activity	633
ENST00000280377	ENSG00000135655	12	62654138	62799899	USP15	34.93	protein_coding	ensembl	BMP signaling pathway	2946
ENST00000543646	ENSG00000135677	12	65110242	65153186	GNS	42.2	protein_coding	ensembl	glycosaminoglycan metabolic process	1755
ENST00000338356	ENSG00000135678	12	69244960	69326664	CPM	41.46	protein_coding	ensembl	carboxypeptidase activity	1332
ENST00000462284	ENSG00000135679	12	69201956	69239214	MDM2	39.06	protein_coding	ensembl	cellular response to hydrogen peroxide	1494
ENST00000564996	ENSG00000135686	16	84682131	84695920	KLHL36	51.31	protein_coding	ensembl	protein ubiquitination	1851
ENST00000258168	ENSG00000135697	16	81272053	81324747	BCMO1	47.4	protein_coding	ensembl	monooxygenase activity	1644
ENST00000258169	ENSG00000135698	16	82181767	82203831	MPHOSPH6	40.61	protein_coding	ensembl	cytoplasm	483
ENST00000541075	ENSG00000135702	16	75563047	75565538	CHST5	54.7	protein_coding	ensembl	keratan sulfate biosynthetic process	1254
ENST00000258180	ENSG00000135709	16	85061410	85127826	KIAA0513	51.62	protein_coding	ensembl	cytoplasm	1236
ENST00000258198	ENSG00000135720	16	66754796	66785701	DYNC1LI2	45.09	protein_coding	ensembl	transport	1479
ENST00000258200	ENSG00000135722	16	67193834	67198079	FBXL8	60.47	protein_coding	ensembl	protein binding	1125
ENST00000258201	ENSG00000135723	16	67263292	67281561	FHOD1	56.62	protein_coding	ensembl	actin binding	3495
ENST00000258214	ENSG00000135736	16	57546090	57570511	CCDC102A	56.06	protein_coding	ensembl		1653
ENST00000299798	ENSG00000135740	16	67282853	67306093	SLC9A5	52.62	protein_coding	ensembl	solute:hydrogen antiporter activity	2691
ENST00000366667	ENSG00000135744	1	230838269	230850043	AGT	53.69	protein_coding	ensembl	cellular protein metabolic process	1458
ENST00000366503	ENSG00000135747	1	247200086	247242057	ZNF670	42.2	protein_coding	ensembl	intracellular	1170
ENST00000258229	ENSG00000135749	1	233119882	233431459	PCNXL2	40.86	protein_coding	ensembl	catalytic activity	6414
ENST00000366621	ENSG00000135750	1	233749750	233808258	KCNK1	42.16	protein_coding	ensembl	apical plasma membrane	1011
ENST00000258243	ENSG00000135763	1	229761981	229795946	URB2	43.59	protein_coding	ensembl	nucleus	4575
ENST00000366641	ENSG00000135766	1	231499497	231560790	EGLN1	39.65	protein_coding	ensembl	labyrinthine layer development	1281
ENST00000271971	ENSG00000135773	1	230883130	230937518	CAPN9	47.85	protein_coding	ensembl	calcium-dependent cysteine-type endopeptidase activity	2073
ENST00000366669	ENSG00000135775	1	230778238	230829728	COG2	39.42	protein_coding	ensembl	protein transporter activity	2217
ENST00000344517	ENSG00000135776	1	229652329	229694442	ABCB10	43.62	protein_coding	ensembl	integral to membrane	2217
ENST00000366627	ENSG00000135778	1	233086386	233113274	NTPCR	41.95	protein_coding	ensembl	nucleotide binding	687
ENST00000258281	ENSG00000135801	1	229728868	229761794	TAF5L	41.9	protein_coding	ensembl	STAGA complex	1770
ENST00000311223	ENSG00000135821	1	182350840	182361341	GLUL	47.77	protein_coding	ensembl	positive regulation of epithelial cell proliferation	1122
ENST00000258301	ENSG00000135823	1	180941861	180992047	STX6	40.62	protein_coding	ensembl	protein binding	768
ENST00000258302	ENSG00000135824	1	182615792	182642049	RGS8	44.16	protein_coding	ensembl	positive regulation of GTPase activity	597
ENST00000367559	ENSG00000135828	1	182542769	182558391	RNASEL	41.52	protein_coding	ensembl	protein binding	2226
ENST00000367549	ENSG00000135829	1	182808504	182856886	DHX9	38.24	protein_coding	ensembl	nucleus	3813
ENST00000367588	ENSG00000135835	1	180882325	180920750	KIAA1614	54.17	protein_coding	ensembl		3573
ENST00000367607	ENSG00000135837	1	179923873	180084015	CEP350	36.47	protein_coding	ensembl	nucleus	9354
ENST00000258317	ENSG00000135838	1	182763485	182798588	NPL	41.95	protein_coding	ensembl	metabolic process	963
ENST00000367511	ENSG00000135842	1	184760164	184943682	FAM129A	40.12	protein_coding	ensembl	plasma membrane	2787
ENST00000258324	ENSG00000135845	1	172410598	172413230	PIGC	38.22	protein_coding	ensembl	post-translational protein modification	894
ENST00000367595	ENSG00000135847	1	180257365	180472089	ACBD6	37.34	protein_coding	ensembl	nucleus	849
ENST00000258341	ENSG00000135862	1	182992595	183114727	LAMC1	40.08	protein_coding	ensembl	laminin-1 complex	4830
ENST00000258349	ENSG00000135870	1	173900352	173962202	RC3H1	38.58	protein_coding	ensembl	regulation of T cell receptor signaling pathway	3402
ENST00000392039	ENSG00000135898	2	231774581	231825781	GPR55	48.83	protein_coding	ensembl	plasma membrane	960
ENST00000258381	ENSG00000135899	2	231033634	231084665	SP110	42.37	protein_coding	ensembl	signal transduction	2142
ENST00000258383	ENSG00000135900	2	224822121	224832431	MRPL44	37.45	protein_coding	ensembl	RNA binding	999
ENST00000258385	ENSG00000135902	2	233390894	233400548	CHRND	56.16	protein_coding	ensembl	postsynaptic membrane	1554
ENST00000392069	ENSG00000135903	2	223064607	223163700	PAX3	39.73	protein_coding	ensembl	neural crest cell migration	1518
ENST00000258390	ENSG00000135905	2	225629807	225907159	DOCK10	39.37	protein_coding	ensembl	protein binding	6561
ENST00000258398	ENSG00000135912	2	219602297	219620139	TTLL4	44.96	protein_coding	ensembl	cellular protein modification process	3600
ENST00000258399	ENSG00000135913	2	219314974	219433084	USP37	39.62	protein_coding	ensembl	cell division	2940
ENST00000258400	ENSG00000135914	2	231972944	231989832	HTR2B	34.92	protein_coding	ensembl	Ras GTPase activator activity	1446
ENST00000326427	ENSG00000135916	2	231729615	231743962	ITM2C	58.43	protein_coding	ensembl	lysosomal membrane	804
ENST00000258403	ENSG00000135917	2	228550571	228582728	SLC19A3	41.62	protein_coding	ensembl	reduced folate carrier activity	1491
ENST00000447280	ENSG00000135919	2	224840399	224903521	SERPINE2	43.21	protein_coding	ensembl	negative regulation of cell proliferation	1230
ENST00000336576	ENSG00000135924	2	220143989	220151622	DNAJB2	56.92	protein_coding	ensembl	negative regulation of cell growth	975
ENST00000258411	ENSG00000135925	2	219745085	219758653	WNT10A	56.45	protein_coding	ensembl	hair follicle development	1254
ENST00000258412	ENSG00000135926	2	219138915	219157300	TMBIM1	54.43	protein_coding	ensembl	endosome membrane	936
ENST00000258415	ENSG00000135929	2	219646479	219680016	CYP27A1	43.71	protein_coding	ensembl	mitochondrion	1596
ENST00000258416	ENSG00000135930	2	233414762	233433920	EIF4E2	44.37	protein_coding	ensembl	cytoplasm	738
ENST00000349938	ENSG00000135931	2	232063260	232209914	ARMC9	45.69	protein_coding	ensembl	binding	1998
ENST00000258418	ENSG00000135932	2	231577560	231685790	CAB39	40.78	protein_coding	ensembl	protein serine/threonine kinase activity	1026
ENST00000258424	ENSG00000135940	2	98262503	98264846	COX5B	50.3	protein_coding	ensembl	mitochondrial envelope	390
ENST00000258428	ENSG00000135945	2	100016938	100106497	REV1	39.33	protein_coding	ensembl	protein binding	3756
ENST00000355053	ENSG00000135951	2	99614349	99758035	TSGA10	37.63	protein_coding	ensembl	cell projection assembly	2097
ENST00000258436	ENSG00000135953	2	103332299	103353313	MFSD9	41.84	protein_coding	ensembl	plasma membrane	1425
ENST00000258439	ENSG00000135956	2	96916312	96931732	TMEM127	50.93	protein_coding	ensembl	cytoplasm	717
ENST00000376651	ENSG00000135960	2	109510934	109605828	EDAR	48.85	protein_coding	ensembl	signal transduction	1443
ENST00000258449	ENSG00000135966	2	105883542	105924778	TGFBRAP1	44.1	protein_coding	ensembl	membrane	2583
ENST00000309863	ENSG00000135968	2	109065684	109125496	GCC2	38.51	protein_coding	ensembl	protein targeting to lysosome	5055
ENST00000258455	ENSG00000135972	2	105654441	105716418	MRPS9	36.63	protein_coding	ensembl	ribosome	1191
ENST00000258456	ENSG00000135973	2	105858200	105859924	GPR45	58.55	protein_coding	ensembl	G-protein coupled receptor activity	1119
ENST00000258457	ENSG00000135974	2	105953816	105965668	C2orf49	38.53	protein_coding	ensembl	biological_process	699
ENST00000420699	ENSG00000135976	2	97779233	97930258	ANKRD36	35.92	protein_coding	ensembl	protein binding	5826
ENST00000258484	ENSG00000135999	2	149402553	149545130	EPC2	37.09	protein_coding	ensembl	regulation of transcription, DNA-dependent	2424
ENST00000326016	ENSG00000136002	2	131674224	131804826	ARHGEF4	46.7	protein_coding	ensembl	Rho guanyl-nucleotide exchange factor activity	2073
ENST00000311893	ENSG00000136003	12	108956377	108963160	ISCU	45.76	protein_coding	ensembl	mitochondrial matrix	504
ENST00000258494	ENSG00000136010	12	105413568	105478355	ALDH1L2	39.68	protein_coding	ensembl	oxidoreductase activity	2772
ENST00000258499	ENSG00000136014	12	95910336	95945266	USP44	41.64	protein_coding	ensembl	proteasomal ubiquitin-dependent protein catabolic process	2139
ENST00000258526	ENSG00000136040	12	94542499	94701451	PLXNC1	43.75	protein_coding	ensembl	membrane	4707
ENST00000258530	ENSG00000136044	12	105567074	105630016	APPL2	43.65	protein_coding	ensembl	phospholipid binding	1995
ENST00000258534	ENSG00000136048	12	102271129	102317401	DRAM1	41.46	protein_coding	ensembl	apoptotic process	717
ENST00000332180	ENSG00000136051	12	105501492	105562912	KIAA1033	35.27	protein_coding	ensembl	WASH complex	3522
ENST00000258538	ENSG00000136052	12	105196331	105322433	SLC41A2	37.31	protein_coding	ensembl	plasma membrane	1722
ENST00000283713	ENSG00000136059	3	38029550	38048679	VILL	55.98	protein_coding	ensembl	actin binding	2571
ENST00000490882	ENSG00000136068	3	57994127	58156501	FLNB	46.61	protein_coding	ensembl	protein binding	7902
ENST00000452082	ENSG00000136098	13	52706787	52731620	NEK3	39.71	protein_coding	ensembl	transferase activity, transferring phosphorus-containing groups	1533
ENST00000338862	ENSG00000136099	13	53418116	53422640	PCDH8	61.45	protein_coding	ensembl	morphogenesis of embryonic epithelium	2922
ENST00000378060	ENSG00000136100	13	52986737	53024757	VPS36	39.35	protein_coding	ensembl	phosphatidylinositol-3-phosphate binding	1161
ENST00000336617	ENSG00000136104	13	51483814	51530901	RNASEH2B	38.28	protein_coding	ensembl	ribonuclease H2 complex	939
ENST00000378037	ENSG00000136108	13	53029602	53050763	CKAP2	38.86	protein_coding	ensembl	microtubule cytoskeleton	2052
ENST00000258613	ENSG00000136114	13	52951322	52980263	THSD1	43.72	protein_coding	ensembl	hematopoietic progenitor cell differentiation	2559
ENST00000389797	ENSG00000136141	13	47127395	47316868	LRCH1	40.02	protein_coding	ensembl	protein binding	2292
ENST00000378654	ENSG00000136143	13	48516791	48575462	SUCLA2	39.21	protein_coding	ensembl	metabolic process	1392
ENST00000258646	ENSG00000136144	13	50106082	50141459	RCBTB1	42.24	protein_coding	ensembl	protein binding	1596
ENST00000258648	ENSG00000136146	13	48650092	48669240	MED4	40.77	protein_coding	ensembl	protein binding	813
ENST00000378319	ENSG00000136147	13	50070097	50103123	PHF11	41.72	protein_coding	ensembl	nucleus	996
ENST00000349995	ENSG00000136152	13	46039060	46110765	COG3	39.13	protein_coding	ensembl	plasma membrane	2487
ENST00000357063	ENSG00000136153	13	76194570	76434004	LMO7	38.67	protein_coding	ensembl	protein binding	5013
ENST00000349847	ENSG00000136155	13	78109895	78218644	SCEL	37.89	protein_coding	ensembl	epidermis development	2067
ENST00000378565	ENSG00000136156	13	48807294	48836232	ITM2B	36.81	protein_coding	ensembl	protein binding	801
